MFCC_1_mean,MFCC_1_std,MFCC_2_mean,MFCC_2_std,MFCC_3_mean,MFCC_3_std,MFCC_4_mean,MFCC_4_std,MFCC_5_mean,MFCC_5_std,MFCC_6_mean,MFCC_6_std,MFCC_7_mean,MFCC_7_std,MFCC_8_mean,MFCC_8_std,MFCC_9_mean,MFCC_9_std,MFCC_10_mean,MFCC_10_std,MFCC_11_mean,MFCC_11_std,MFCC_12_mean,MFCC_12_std,MFCC_13_mean,MFCC_13_std,ZCR_mean,ZCR_std,RMS_mean,RMS_std,SpectralCentroid_mean,SpectralCentroid_std,SpectralBandwidth_mean,SpectralBandwidth_std,SpectralRolloff_mean,SpectralRolloff_std,Pitch_mean,Pitch_std,Pitch_min,Pitch_max,Duration,label,filename
-223.719,121.584045,87.09097,41.887764,-7.5369062,28.183207,20.030169,30.33419,0.34532073,16.56292,-2.7365808,14.9861965,-28.211123,18.458164,-11.3033285,11.542724,-28.670603,14.868763,-0.65623295,11.911904,-18.859419,11.574901,-4.4940643,10.883611,-5.9394283,6.887653,0.13038577890037595,0.10233934120446825,0.103947386,0.06774312,1520.902995525472,855.2814328804038,1529.7121678344947,392.53828268761697,2899.7297932330825,1553.0474121432828,180.73435901688185,30.21381950915405,89.3477635991859,235.7901617579845,4.224,1,DF_E_2000265.wav
-318.48166,118.34609,71.3099,73.93341,-3.604641,47.5778,4.451973,26.819525,-4.2296295,20.842152,-14.736259,19.028019,-10.801695,20.35922,-7.369188,15.1694355,-11.91134,15.246209,-4.455616,9.207116,-11.583979,12.178446,-13.5409565,14.082739,-8.749652,9.711571,0.22061479271356785,0.16012285816936328,0.06064604,0.06849009,2119.143644527199,1529.0018526316057,1574.6704785398456,720.4148212948725,3723.5003140703516,2461.6930489447163,177.00378395866463,39.00069308138322,70.91536696417685,248.37216905734888,6.3400625,1,DF_E_2000266.wav
-267.40274,119.83979,97.27938,64.034035,-2.5515106,31.72737,4.844126,27.344835,3.795093,20.751638,1.0055529,12.85649,-16.556534,16.14712,-5.9015603,11.917947,-18.921045,13.639882,-6.0811296,12.568523,-8.701615,11.03789,-9.745833,8.862448,-8.770379,8.610338,0.15668125570255476,0.15096201753785643,0.08511443,0.054028813,1712.3861342055734,1364.2422460844186,1593.8559176721428,598.7293542966551,3130.7025547445255,2254.7729070128594,132.06533784560014,18.672228174052982,80.0609250563203,174.61411571650194,4.352,1,DF_E_2000269.wav
-194.49712,83.160545,126.37532,53.04491,-17.32835,28.675907,53.048603,30.866028,-21.660955,16.412569,2.8456714,15.218554,-6.7701163,12.668194,-12.673586,15.880233,-6.272471,9.853771,-8.023761,11.0564,-8.929223,8.693323,-3.9609435,7.5218544,-9.068345,5.5455503,0.09420365137411348,0.09239568845097804,0.14263079,0.0661603,1225.9443058491697,737.9692270857128,1240.3661714037603,379.66454757546313,2447.695035460993,1250.2409810592653,115.9527241419362,10.395930340293647,67.32294488175604,148.5384940785009,4.48,1,DF_E_2000302.wav
-212.23878,112.988014,104.97808,79.89984,-15.628444,41.56862,56.378677,27.949965,-16.003593,21.292854,4.6321654,21.307837,-5.43047,17.436434,-6.139002,20.853285,2.1820145,13.939555,-7.1419244,12.6455765,-2.084868,11.802111,-6.0908213,10.813232,-1.0480783,10.612313,0.13369504561335405,0.12721659481674485,0.14873642,0.091739155,1481.6988879205278,1086.0345270362957,1259.308646223984,433.7122097220153,2688.179347826087,1509.340608077672,118.17078247905279,13.150031358870258,65.40639132514966,186.06888929891866,5.12,1,DF_E_2000356.wav
-236.8302,114.33333,74.03111,37.36364,-29.84364,63.225864,41.918106,46.663647,-17.190752,38.746555,-12.476467,25.683315,-12.485649,20.999355,-10.191306,17.4489,-0.7549464,17.088902,-17.524967,11.337619,-25.089584,13.996455,-18.634995,12.339871,-10.176404,8.49596,0.14735681870404413,0.1366891063716999,0.1365901,0.08770797,1796.5876999898408,1069.1882770129068,1473.4697667204296,602.5915896071444,3218.6351102941176,1738.476418657235,207.52975219048895,33.633914357407676,86.30425076864258,261.6255653005986,4.3450625,1,DF_E_2000361.wav
-161.67331,93.37943,63.741993,49.34165,-17.414436,40.300667,23.762943,28.617653,-13.447803,19.103748,-11.220594,13.014582,-30.09705,15.296075,-14.443657,9.626905,-13.172091,13.375432,-17.884857,14.335558,-3.5805614,10.118606,-14.970245,12.129977,-1.2526358,7.6526966,0.1888162364130435,0.1537325194007291,0.15399371,0.08872085,2067.5978106957477,1139.6453337357832,1720.0654802253998,489.0976257613032,3947.0108695652175,1736.226632381538,183.79471097950128,33.39722962542967,94.11545282508624,266.19869962824436,5.12,1,DF_E_2000378.wav
-274.5241,120.43,93.1383,61.648296,-3.3722203,34.352566,16.979317,28.717957,5.6872525,24.647396,0.501312,16.597517,-18.487425,22.938286,-4.606137,13.726331,-20.124407,17.101841,-3.6929624,16.288404,-8.689554,11.051492,-5.199388,10.5611105,-5.8106813,9.724574,0.11365184294871795,0.11002432480754742,0.09616249,0.073549695,1507.0079724558336,1017.5786824183726,1477.8505701282459,575.3844949517008,2869.3509615384614,1987.1813708376103,147.35862988586527,29.23655450918005,73.84148765291448,246.94165062806206,6.216,1,DF_E_2000406.wav
-250.04333,141.77208,72.21355,46.204872,-19.603117,33.851555,10.397656,30.332651,-25.983883,23.583466,-17.32087,18.298191,-24.410686,17.155104,-10.696782,14.111391,-16.395737,15.582285,-10.141753,11.806236,-9.658581,9.087997,-8.179675,10.871334,-4.8376026,6.927712,0.12820055885036497,0.1034414907911718,0.08312989,0.06969474,1830.61811361982,919.6272923773133,1620.5244422836533,449.9968657826174,3424.840328467153,1616.9543207084544,203.42965689542666,20.076302365029825,167.69467255813382,251.2581146483697,4.352,1,DF_E_2000421.wav
-394.66702,203.11505,76.23937,53.40508,9.8307495,28.83089,25.797611,22.035051,1.9077742,22.083855,11.092343,8.702593,-4.1060443,17.90876,-0.6949577,10.894858,5.419271,8.620866,2.4302216,10.143427,4.123884,6.9911504,1.474532,6.1975946,2.2182784,5.926952,0.06735253149224807,0.05487453551399835,0.057590738,0.08396968,1482.1186442485393,532.2544829396137,1785.5885352510172,489.31371869226604,3461.421996124031,1447.1253597422196,93.0256915049456,8.70202400615644,77.33375603922921,112.57112811964524,4.096,1,DF_E_2000464.wav
-233.4519,153.5401,117.27722,54.58105,-15.580608,32.23592,29.984394,19.687212,-6.6208434,19.905552,-9.286253,17.368835,-14.572382,14.870265,-16.253178,14.923734,-14.578916,14.1657095,6.0657997,9.592481,-14.08969,11.674559,-2.9766905,7.0382543,-4.5547986,8.391812,0.08743961712786259,0.07171707549832844,0.1079201,0.08449702,1397.856103365038,767.7157159359055,1394.782941860556,489.0458402465967,2813.9312977099235,1573.992445011166,95.66513877066392,11.200438666321595,74.69948441050268,124.18608452867444,4.17,1,DF_E_2000471.wav
-262.39365,136.60135,96.10022,69.15404,-18.955883,32.16008,10.873164,31.213146,-7.9372196,23.889227,1.6203996,17.647638,-15.421203,20.807993,-5.990004,11.432689,-12.20161,12.299784,-1.2317063,16.14253,-6.2395067,8.513836,-3.933367,11.238699,-6.2707305,8.2856,0.15247857392723882,0.1359427598715533,0.10706956,0.0889281,1692.7610589723597,1116.0519455422489,1429.5619397724101,567.6306888367784,3110.1912313432836,2019.9039256231317,133.48272461019295,13.148200345185394,114.5388367788287,163.86452094349724,4.2600625,1,DF_E_2000530.wav
-174.6061,115.21195,79.390656,57.130005,-5.121779,40.26629,7.4726553,29.91386,-17.925003,24.790207,-12.478275,15.041261,-19.684547,13.875721,-18.87384,12.062617,-16.334753,11.206496,-20.005718,11.286449,-2.2414393,10.552907,-9.331163,10.474898,-9.284393,8.819824,0.15731336805555557,0.12212246956728336,0.15043208,0.07742528,1887.3326315601553,1109.9734871412918,1705.9885153753994,627.2539325715751,3667.939814814815,2045.33287479464,218.03150074043458,30.842261900860056,80.5247132770094,305.78200836531414,4.288,1,DF_E_2000572.wav
-246.07002,128.9756,98.85983,85.67338,-0.040853087,32.986534,22.133442,39.566574,-19.657764,20.802248,-1.9712801,19.29845,-0.014165653,19.39236,-30.847948,21.491968,-15.715717,15.10914,11.916739,16.508207,-21.023949,14.337238,-3.7716374,10.984382,-0.1532698,10.231066,0.15600131017080746,0.13250128555090446,0.1069816,0.0760723,1720.4383045088452,1203.165326033506,1432.1293641941222,589.2046574433249,3222.4378881987577,1979.294030900363,132.25889533602427,27.381371766421474,80.5247132770094,208.85526660911424,5.12,1,DF_E_2000584.wav
-235.7164,130.51326,114.203186,75.824265,-27.253952,46.752296,22.769756,29.31366,-2.8259614,19.196512,-7.916837,21.76885,-9.03004,19.414408,-8.678984,15.708018,-17.882374,12.596865,6.4355226,12.683331,-3.7959685,10.225831,-2.7093186,9.42401,-10.730763,9.594463,0.146951988260582,0.1341890091190409,0.08137143,0.05741888,1619.189946480649,1125.1998406261775,1321.1189119855333,533.2389316668944,2915.509259259259,1775.5050529457694,107.96616934183668,14.025171894944462,80.5247132770094,160.1218501126406,6.0350625,1,DF_E_2000594.wav
-215.07617,143.69806,76.21461,65.81981,-16.004969,37.105083,34.715466,30.757547,-14.798646,20.399149,-1.205372,12.800775,-16.1403,15.412979,-13.416261,18.532406,-9.670157,12.221695,-12.951985,15.522333,-16.340904,14.18871,-0.13246368,8.524932,-14.526034,9.628982,0.17163594563802084,0.15518179365964146,0.0971755,0.060390096,2100.3247395972544,1280.5477553751243,1633.898435868109,473.6442914191537,3919.43359375,1767.8936587108774,114.9698867405968,16.399069456310446,68.49972922973525,161.9823763910578,6.1229375,1,DF_E_2000639.wav
-244.66849,124.22445,100.3786,64.76464,-20.850647,49.38033,12.998246,27.616018,-12.907536,20.05823,-14.045837,16.042774,-21.48904,16.421364,-8.08424,10.831482,-16.36792,9.065885,-7.886801,6.012631,-16.044699,7.392234,-18.419392,9.699486,-9.81507,6.3842764,0.12822116151147958,0.13435596734184083,0.083402865,0.058468904,1566.5604488716162,1200.3363551036693,1378.1434509805715,564.1739390720121,2829.201211734694,1864.6244871363956,191.6838288255285,31.654546853732096,129.31026969119696,264.6655079380657,6.2500625,1,DF_E_2000647.wav
-189.62888,120.910614,120.11403,82.25051,-34.777386,51.55839,22.898691,36.078827,-3.912113,19.676222,-11.785435,24.058369,-11.5650425,25.51964,-16.766598,23.470522,-18.644472,14.475228,3.9643097,20.087166,-3.936331,13.89648,-4.746097,11.82561,-10.357144,9.8535,0.16003806727707007,0.16245247251235945,0.123664685,0.06369804,1713.8499072279442,1307.113950491007,1229.4040521700379,530.3620937243727,2861.9625796178343,1817.6126938103264,101.19900731867486,10.355944910859996,80.9911881955289,133.87038650376502,5.002125,1,DF_E_2000653.wav
-334.75082,180.21219,56.26735,45.636093,-2.9622412,42.7365,17.616293,21.86969,-3.8359456,20.466038,-6.3187723,16.5517,-6.362636,13.349185,-5.3414083,10.30335,-4.5743737,9.254071,-11.208348,12.214873,-14.803389,13.054765,-11.63098,9.814309,-9.557508,9.480728,0.14174896816037735,0.10806268244121739,0.06435691,0.071011096,1930.5877705426021,887.4629318036648,1829.0371210995586,481.83796221606895,4015.723270440252,1566.5714415998268,217.00115635376747,63.684576811812406,85.3129619008554,408.1700114541761,5.056,1,DF_E_2000700.wav
-335.62445,185.61955,95.33263,48.695095,6.1107287,36.298363,17.154833,23.467161,-5.1111817,27.40245,1.8679512,14.619547,-7.161745,13.566537,-9.517646,12.672591,-0.32371113,7.848175,0.6635074,6.337938,-0.6420551,6.3972063,-2.545143,6.8974276,-7.470937,7.359901,0.08688575634057971,0.11005015947407024,0.06177077,0.06851528,1535.367292232159,882.5306159711091,1708.5771267379153,523.8750000389558,3342.9008152173915,1530.0426663102028,123.99336617132408,43.81197542651623,83.3644111580719,207.65234878997256,4.392,1,DF_E_2000775.wav
-275.1483,125.610085,85.11425,62.271023,-23.597792,44.85582,10.713808,25.845762,-13.300918,21.192942,-9.051431,18.090998,-18.933842,18.901882,-8.257169,13.567525,-13.98135,11.874234,-5.206228,9.155999,-9.785564,10.360115,-15.846001,11.869818,-10.670463,9.270284,0.1416684842956853,0.12984994053000615,0.074655935,0.057513095,1683.1661569966257,1119.422665569074,1467.5746462666157,586.2320697927971,3154.7430203045687,1919.502530887599,194.44819404073198,32.19514447707436,80.9911881955289,273.99891691894106,6.272,1,DF_E_2000782.wav
-189.84946,102.98751,87.64727,41.357914,0.661607,26.408104,11.725798,27.217783,8.755749,11.649836,-10.730776,14.733473,-23.27918,11.848282,-16.72072,12.1466465,-25.980595,12.094067,0.3513198,11.079306,-17.188717,8.866003,-10.5651655,9.360014,-0.6195245,6.910824,0.12069896941489362,0.09458338140158666,0.12971838,0.07082323,1600.5367188817406,879.2261425905908,1698.010395868706,450.1619800158048,3138.1870567375886,1745.7975992545553,181.0446725862332,15.387401018233879,133.09934981412218,238.52991146631203,4.504,1,DF_E_2000834.wav
-279.1282,159.44054,81.84228,74.535416,2.7605462,31.639175,9.231027,16.091827,0.12666477,18.90019,6.686184,14.034182,-15.732333,15.722724,-7.5869026,13.376427,-15.211184,12.623948,-6.0756016,10.661202,-8.778475,8.869579,-5.9411883,7.0754914,-11.979382,7.598253,0.14772412455673758,0.163780844294438,0.09551024,0.086026445,1823.2782804439119,1332.8698135090474,1567.7257097345307,519.1828258000673,3339.871453900709,2089.8470639252314,142.55198884703444,30.405489852875387,85.80717486147108,229.0776735576574,4.4930625,1,DF_E_2000844.wav
-353.1508,185.38837,71.14508,62.18809,8.3192835,24.544388,12.74777,20.131159,6.866757,16.056536,0.6966764,11.618251,-4.8071313,13.333769,-4.979315,8.36891,-9.448003,10.579094,-2.836739,7.870208,-3.3868701,6.430236,-8.204135,6.8703156,-5.7298865,5.605955,0.11495893429487179,0.09967234772526705,0.061588425,0.06604344,1747.6167705937157,931.1301708632627,1805.315292719323,526.0944259541143,3698.4375,1944.6233880095936,132.10027226938928,37.5173386121837,76.88834637984607,245.51937137864914,6.232,1,DF_E_2000847.wav
-243.06113,117.82193,79.247375,53.611004,-5.8535414,40.925358,4.7581263,27.526924,-5.582552,22.913813,-12.157748,14.698857,-11.380852,13.871267,-9.630865,11.674069,-5.9076185,12.106855,-6.603347,10.758337,-14.177938,9.642843,-12.845209,8.702158,-8.667555,7.4733963,0.1672821044921875,0.1503628474443261,0.094023794,0.069779254,1898.3643138640525,1232.5358006490644,1679.6291956243463,549.2485221940246,3517.7001953125,2022.9612953659766,199.2925101363939,28.891128561624907,109.99999999999999,261.6255653005986,4.072,1,DF_E_2000865.wav
-364.43353,169.79265,58.20127,66.293594,-15.730745,42.518745,5.9815965,22.326864,-8.699177,18.25688,-1.9405041,14.8721695,-12.390589,14.908263,-6.543788,11.285015,-8.635313,13.933162,-4.55468,8.720979,-18.740742,18.198044,-4.545248,7.965557,-12.258976,13.070734,0.0861308296319797,0.125202978076161,0.054673743,0.06498034,1050.6335771949957,1202.4666260325023,851.980875645616,792.6349670097799,1852.6332487309644,2100.9047556341916,220.22709804611125,49.02133085054528,157.37105256787842,347.21682482900223,6.272,1,DF_E_2000875.wav
-234.41254,77.30142,97.15287,58.82887,0.8469297,31.081535,16.244808,25.909891,-12.406483,20.765112,-7.2477646,14.824328,-26.451311,14.175209,-25.801567,11.892181,-16.593699,9.181257,-5.397032,6.6443095,-11.564669,6.980652,-8.253331,6.0176353,-0.18411708,6.583236,0.12680171996124032,0.10908986178206397,0.10557793,0.06997417,1530.5489736402592,1069.0571528076614,1520.462007438371,596.088006922504,2963.0571705426355,2023.2946836332908,215.8234608129125,33.95551939297308,164.81377845643496,311.12698372208087,4.096,1,DF_E_2000928.wav
-300.76648,130.38548,113.393074,50.995274,-2.4330742,22.20131,34.97932,25.42571,1.7444528,19.656376,2.787558,11.247816,-22.6014,16.440426,0.46988395,9.2033,-23.319075,11.599136,-3.6313882,9.27204,-10.220435,7.672916,-5.502416,6.0813017,-8.42547,7.3860235,0.060242638221153846,0.07324925510232586,0.068537906,0.045382082,1068.683836955699,598.2307715988542,1296.799772373992,390.64635599984433,2147.1153846153848,1239.8938436807598,143.7904499868547,26.920275258016158,72.15494574405967,218.73289323986043,4.130125,1,DF_E_2000960.wav
-232.53464,129.79002,82.18218,52.79846,-0.43889305,31.53286,26.934647,23.697765,-2.8884895,13.765795,-15.094474,15.960188,-26.690435,17.665567,-15.496309,12.10522,-15.819169,12.673252,-3.9057338,8.483292,-10.498456,10.050576,-5.818413,10.009864,-1.1272744,7.051402,0.12166908914728682,0.11430693497212706,0.110185124,0.083043955,1634.388801870435,1036.3508302289276,1621.6915391225625,525.3582838121108,3290.455426356589,1784.7316888367816,204.6174679357463,43.642568602975395,89.3477635991859,291.9733833144849,4.096,1,DF_E_2001030.wav
-336.29718,138.97098,66.61577,51.064247,7.4481826,21.879128,27.043486,28.777958,-1.806905,18.451317,-3.4422796,16.17539,-12.457577,22.11962,-11.901995,19.28677,-9.429051,14.806766,-7.8105206,14.29042,-5.932632,12.427195,-3.1973724,9.509303,-6.5301876,9.174168,0.08085478712248322,0.08954432685189644,0.08298575,0.09899551,1143.0211579096208,848.380580270351,1317.9000888788912,425.41748542404446,2136.3255033557048,1644.4888575878072,196.1136816367293,78.56062282108644,77.78174593052022,316.5653876023804,4.736,1,DF_E_2001038.wav
-217.83365,102.35935,70.92822,51.780598,-26.641531,43.01911,23.88443,25.666025,-7.3000846,16.57305,-9.177787,12.146183,-21.759485,16.75763,-16.690392,14.409287,-9.623909,11.232816,-17.608477,13.176044,-4.5833006,11.331603,-12.368307,9.567404,-7.5592847,8.395428,0.1613669590643275,0.1352101380597035,0.10179026,0.07944979,1956.4821361491715,1109.8479343258678,1620.7178620424938,491.2606515523853,3626.2335526315787,1702.3872168895466,169.4897595884706,39.06318682618999,78.68552628393921,239.91170118635668,5.44,1,DF_E_2001040.wav
-209.69154,116.48858,108.953026,71.026726,-17.94197,35.146324,13.897989,27.392113,-10.339743,16.891735,-6.816986,13.929329,-20.230864,17.447794,-5.7454295,10.804528,-20.184586,12.3347,-3.081965,10.108394,-14.724601,12.583262,-12.62368,15.837249,-8.794369,10.730937,0.13826121794871796,0.1465991056766387,0.13293137,0.07965157,1493.5475524497715,1197.5158767293742,1302.9952286544133,560.6425919391975,2662.3397435897436,1896.6199386977771,186.97381359683936,28.670290234769112,84.33305895682803,248.37216905734888,6.208,1,DF_E_2001083.wav
